addr	old	new
40bac0	FUN_0040bac0	std_list_push_back
40bb30	FUN_0040bb30	uivm_operand_construct
40bb90	FUN_0040bb90	uivm_op_not_array
40bbb0	FUN_0040bbb0	add_int
40bbc0	FUN_0040bbc0	uivm_compute_pop_range
40bd50	FUN_0040bd50	uivm_op_sub_variant
40be60	FUN_0040be60	uivm_op_push_offset
40bef0	FUN_0040bef0	uivm_sum_scaled
40bfc0	FUN_0040bfc0	std_allocate
40bff0	FUN_0040bff0	string_appendFill
40c0a0	FUN_0040c0a0	string_assignSubstr
40c1c0	FUN_0040c1c0	string_assignFill
40c280	FUN_0040c280	string_assignPtrLen
40c380	FUN_0040c380	string_data
40c390	FUN_0040c390	uivm_map_lookup_pop
40c4c0	FUN_0040c4c0	filebuf_close
40c520	FUN_0040c520	string_compare
40c590	FUN_0040c590	memcmp_traits
40c600	FUN_0040c600	map_insertNode
40c790	FUN_0040c790	map_eraseRange
40c850	FUN_0040c850	RBTree_eraseNode
40cb00	FUN_0040cb00	string_erase
40cba0	FUN_0040cba0	fabs_f
40d010	FUN_0040d010	filebuf_openInstantiate
40d240	FUN_0040d240	std_filebuf_open
40d800	FUN_0040d800	uivm_pop_operand
40d860	FUN_0040d860	uivm_pop_and_list_erase
40d910	FUN_0040d910	vectorPOD_insertAt
40d9d0	FUN_0040d9d0	vectorInt_resize
40da70	FUN_0040da70	dispatch_callbackChain
40e030	FUN_0040e030	ostrstream_str
40e140	FUN_0040e140	ostrstream_str_wrap
40e420	FUN_0040e420	cosf_f
40e440	FUN_0040e440	wostream_insertNarrow
40e696	FUN_0040e696	wostream_insertNarrow_unwind
40e6f0	FUN_0040e6f0	wostream_insertWide
40e8d6	FUN_0040e8d6	wostream_insertWide_unwind
40e940	FUN_0040e940	useFacet_ctypeW
40ea30	FUN_0040ea30	setPair_a
40ea50	FUN_0040ea50	setPair_b
40ea70	FUN_0040ea70	setColor3b
40ea90	FUN_0040ea90	setVec3
40eac0	FUN_0040eac0	setVec4
40eaf0	FUN_0040eaf0	u16string_moveConstruct
40eb60	FUN_0040eb60	u16string_assignCStr
40ebc0	FUN_0040ebc0	u16string_defaultInit
40ee40	FUN_0040ee40	setColor4b
40ee70	FUN_0040ee70	entityState_copy
40ef20	FUN_0040ef20	std_basic_ostream_Osfx_unwind
40ef50	FUN_0040ef50	arrayElem0x11c
40ef70	FUN_0040ef70	ptrAt_0x4c_0x20x8
40ef80	FUN_0040ef80	vec2_scale
40f0d0	FUN_0040f0d0	repeatCall
40f110	FUN_0040f110	u16string_move
40f170	FUN_0040f170	u16string_grow
40f2d0	FUN_0040f2d0	u16string_setEos
40f300	FUN_0040f300	u16string_resize
40f3c0	FUN_0040f3c0	strstreambuf_init
40f490	FUN_0040f490	u16string_data
40f4a0	FUN_0040f4a0	std_wstring_Tidy
40f4f0	FUN_0040f4f0	computeLevelDiffBonus
40f570	FUN_0040f570	getTargetEntity
40f650	FUN_0040f650	std_wstring_Allocate
40f680	FUN_0040f680	u16string_replaceRange
40f7a0	FUN_0040f7a0	u16string_assignPtrLen
40f8a0	FUN_0040f8a0	std_char_traits_assign
40f8c0	FUN_0040f8c0	std_wstring_operator_delete_wrapper
40f8e0	FUN_0040f8e0	getField_0x3c
411270	FUN_00411270	u16string_erase
411320	FUN_00411320	getField_0x34
411340	FUN_00411340	proximityCheck
411400	FUN_00411400	getField_0x148
411740	FUN_00411740	GameController_get_field_0x8006d0
411750	FUN_00411750	GameController_get_field_ptr_0x800a1c
411a90	FUN_00411a90	setFlagAtSlot
411ab0	FUN_00411ab0	count_0x11c
411ad0	FUN_00411ad0	u16_ostrstream_str
411b90	FUN_00411b90	strstreambuf_initWrap
411bc0	FUN_00411bc0	u16_ostrstream_str_wrap
411be0	FUN_00411be0	math_mat3_transform_point2d
411c70	FUN_00411c70	getField_0x38
411cf0	FUN_00411cf0	getField_0x40
411d00	FUN_00411d00	get_field_ptr_0x2e4
411d10	FUN_00411d10	powf_f
411d40	FUN_00411d40	array_lerp
411df0	FUN_00411df0	vec2_copy
411e10	FUN_00411e10	copy16bytes
411e30	FUN_00411e30	vec3_copy
411e50	FUN_00411e50	Creature_init
412080	FUN_00412080	int_toFixed16
4120a0	FUN_004120a0	addInt
4120b0	FUN_004120b0	arrayElem_stride8
4120c0	FUN_004120c0	vectorU32_at
4120f0	FUN_004120f0	fixed16ToFloat
412120	FUN_00412120	vec4_mulComponent
412170	FUN_00412170	vec4_scale
4121c0	FUN_004121c0	vec3_sub
412200	FUN_00412200	int64_sub
412220	FUN_00412220	int64_subFn
412260	FUN_00412260	int64_negate
412280	FUN_00412280	vec3_add
4122c0	FUN_004122c0	int64_add
4122e0	FUN_004122e0	int64_addFn
412320	FUN_00412320	vec2_dot
412350	FUN_00412350	vec3_dot
412390	FUN_00412390	vec3_cross
412400	FUN_00412400	mat4_mulLeft
412780	FUN_00412780	vec3_scaleInPlace
4127c0	FUN_004127c0	vec4_mulInPlace
412810	FUN_00412810	math_vec4_scale
412850	FUN_00412850	vec3_addInPlace
412890	FUN_00412890	vec3_subInPlace
4128d0	FUN_004128d0	mat_elemPtr
4128f0	FUN_004128f0	Creature_drawModel
423e70	FUN_00423e70	mat4_identity
423ee0	FUN_00423ee0	vec2_length
423f20	FUN_00423f20	vec3_length
423f70	FUN_00423f70	computeYawFromDir
424090	FUN_00424090	vec2_normalize
4240f0	FUN_004240f0	vec3_normalize
424170	FUN_00424170	mat4_rotateAxisAngle_v
4241b0	FUN_004241b0	mat4_rotateAxisAngle
4243d0	FUN_004243d0	mat4_rotateX
4244f0	FUN_004244f0	mat4_rotateY
424610	FUN_00424610	mat4_rotateZ
424730	FUN_00424730	mat4_scaleAxes
424810	FUN_00424810	getField_0x44
424820	FUN_00424820	getField_0x48
424830	FUN_00424830	vec2_lengthSq
424860	FUN_00424860	vec3_lengthSq
4248a0	FUN_004248a0	mat4_transformPoint
424990	FUN_00424990	mat4_translateVec
424a60	FUN_00424a60	mat4_translate
424b30	FUN_00424b30	asinf_f
424b50	FUN_00424b50	sinf_f
424b70	FUN_00424b70	sqrtf_f
424ba0	FUN_00424ba0	wostream_insertU16string
424d40	FUN_00424d40	wostream_insertU16string_unwind
424da0	FUN_00424da0	u16string_assignCharRange
424f30	FUN_00424f30	mat4_mulRight
4252f0	FUN_004252f0	vec3_scaleOut
425330	FUN_00425330	u16string_fillAssign
425390	FUN_00425390	u16string_append
427870	FUN_00427870	vec3_normalizeOut
427910	FUN_00427910	mat4_perspective
4279e0	FUN_004279e0	getField_0x110
4279f0	FUN_004279f0	getField_0x10c
427a00	FUN_00427a00	u16string_equals
427a30	FUN_00427a30	copyVec4Array
427a80	FUN_00427a80	zeroVec3Array
427ab0	FUN_00427ab0	copyVec2Array
427af0	FUN_00427af0	copyVec4Array2
427b40	FUN_00427b40	Widget_connectRecursive
428750	FUN_00428750	Spawn_initDefaults
4288b0	FUN_004288b0	storeVec2At
4288e0	FUN_004288e0	storeVec4At
428920	FUN_00428920	copy3bytes
428940	FUN_00428940	color3_differs
428970	FUN_00428970	arrayElem_stride4
428980	FUN_00428980	arrayElem_stride16
428990	FUN_00428990	math_vec4_sub
4289e0	FUN_004289e0	vec4_addInPlace
428a60	FUN_00428a60	vectorGrowCap8
428aa0	FUN_00428aa0	RBTree_next
428ac0	FUN_00428ac0	vectorReserve8
428ba0	FUN_00428ba0	vectorReserve16
428c80	FUN_00428c80	vectorReserveCheck8
428d00	FUN_00428d00	vectorReserveCheck16
428d80	FUN_00428d80	loadFirstElem_0x2c
428da0	FUN_00428da0	getField_0x2c
428db0	FUN_00428db0	u16string_compare
42b7a0	FUN_0042b7a0	vectorErase8
42b800	FUN_0042b800	memberPtr_0xc
42b810	FUN_0042b810	CharCreation_cycle_hairstyle_prev
42b860	FUN_0042b860	CharCreation_cycle_hairstyle_next
42b8b0	FUN_0042b8b0	CharCreation_apply_color_set
42b910	FUN_0042b910	CharCreation_adjust_dec_0x198
42b950	FUN_0042b950	CharCreation_adjust_inc_0x198
42b990	FUN_0042b990	CharCreation_toggle_field_0x194
42b9e0	FUN_0042b9e0	CharCreation_adjust_dec_0x19c
42ba20	FUN_0042ba20	CharCreation_adjust_inc_0x19c
42ba60	FUN_0042ba60	CharCreation_cycle_prev_0x18c
42bab0	FUN_0042bab0	CharCreation_cycle_next_0x18c
42bd20	FUN_0042bd20	std_vector_push_back_16
42bd90	FUN_0042bd90	CharCreation_reset_defaults
42be00	FUN_0042be00	resizeChildBuffers_type8
42be50	FUN_0042be50	resizeChildBuffers_type16
42bea0	FUN_0042bea0	std_vector_resize
42bf80	FUN_0042bf80	std_vector_resize_42bf80
42c070	FUN_0042c070	std_vector_size
42c080	FUN_0042c080	CharCreation_refresh_model
42c460	FUN_0042c460	vec3i64_setFromGen
42c4a0	FUN_0042c4a0	vec3i64_toFloat
42c500	FUN_0042c500	vec3_set
42c520	FUN_0042c520	struct_clearFields
42c580	FUN_0042c580	int64_setFromGen
42c5b0	FUN_0042c5b0	vec6_copy
42c5e0	FUN_0042c5e0	Item_copyStruct
42c680	FUN_0042c680	mem_equal_24
42c6c0	FUN_0042c6c0	getPtrPlus8
42c6d0	FUN_0042c6d0	getFirstDword
42c6e0	FUN_0042c6e0	vec6_copyAndScale
42c720	FUN_0042c720	arena_allocSlot0x11c
42c740	FUN_0042c740	rbtree_iteratorIncrement
42c7a0	FUN_0042c7a0	vec3i64_copySub
42c800	FUN_0042c800	vec3i64_copyAdd
42c860	FUN_0042c860	int64_ltFixed16
42c890	FUN_0042c890	int64_ltGen
42c8d0	FUN_0042c8d0	int64_less
42c900	FUN_0042c900	vec3i64_scaleFixed
42c980	FUN_0042c980	vec3i64_add
42c9b0	FUN_0042c9b0	int64_add_42c9b0
42c9d0	FUN_0042c9d0	vec3i64_sub
42ca00	FUN_0042ca00	int64_sub_42ca00
42ca20	FUN_0042ca20	rbtree_destroyRec_buf
42ca80	FUN_0042ca80	rbtree_destroyRec_simple
42cac0	FUN_0042cac0	rbtree_rotate
42ef10	FUN_0042ef10	GameController_clearContainers
42f000	FUN_0042f000	map_valueAtOr0
42f030	FUN_0042f030	map_getRoot
42f040	FUN_0042f040	vec3i64_toIntFloor
42f100	FUN_0042f100	int64_toIntFloor
42f140	FUN_0042f140	counter_decrementClamp
42f160	FUN_0042f160	flags_setOrClear114
42f360	FUN_0042f360	state_initA
42f3e0	FUN_0042f3e0	state_initB
42f430	FUN_0042f430	buffer_freeAt0x11c
42f470	FUN_0042f470	color_copy4
42f4a0	FUN_0042f4a0	Item_equals
42f590	FUN_0042f590	computeCellOffset
42f5a0	FUN_0042f5a0	int64_subGen
42f640	FUN_0042f640	getTileCell32
42f720	FUN_0042f720	get_float_field_0x1000e78
42f730	FUN_0042f730	array_atChecked4
42f7e0	FUN_0042f7e0	world_getColumnData
42f860	FUN_0042f860	world_getColumnAtFixedPos
4347a0	FUN_004347a0	world_getChunkCell256
434870	FUN_00434870	block_isPassableType
4348b0	FUN_004348b0	getDword0x10
4348c0	FUN_004348c0	getFlagBit6
4348d0	FUN_004348d0	get_float_field_0xd4
4348e0	FUN_004348e0	get_float_field_0xd8
434a80	FUN_00434a80	getDword0x28
434a90	FUN_00434a90	region_getCell1024
434ad0	FUN_00434ad0	mat_scaleColumns
434b70	FUN_00434b70	getDword0x1c
434b80	FUN_00434b80	mat_translateByCols
434c10	FUN_00434c10	getBlockType5bits
434c20	FUN_00434c20	node_applyDamageColorFlash
434d10	FUN_00434d10	world_getRegionCell64
439110	FUN_00439110	math_round_to_tenth
439190	FUN_00439190	wstring_equalsCI
4391d0	FUN_004391d0	wstring_notEquals
439210	FUN_00439210	colorMap_allocNode
4392d0	FUN_004392d0	list_makeNode
439300	FUN_00439300	list_insertNodeAt
439510	FUN_00439510	std_wstring_Tidy_dtor_unwind
439530	FUN_00439530	ChatWidget_clearText
4395c0	FUN_004395c0	rbtree_allocNode24
439600	FUN_00439600	list_allocNode32
439640	FUN_00439640	wstring_dataPtr
439680	FUN_00439680	list_clear
4396d0	FUN_004396d0	textBuffer_eraseSelection
439fc0	FUN_00439fc0	std_wstring_erase_iter
43a010	FUN_0043a010	textInput_insertChar
43a0d0	FUN_0043a0d0	NameInput_handle_key
43a270	FUN_0043a270	wstring_replace
43a3f0	FUN_0043a3f0	std_map_lower_bound
43a450	FUN_0043a450	wstring_ctorFromRange
43a490	FUN_0043a490	getDword0xe8
43a4a0	FUN_0043a4a0	textBuffer_clampScroll
43a500	FUN_0043a500	text_layoutWordWrap
43ab30	FUN_0043ab30	text_drawColoredString
43abc0	FUN_0043abc0	int64_subFixed16
43abf0	FUN_0043abf0	int64_addFixed16
43ac20	FUN_0043ac20	vec3i64_dotFixed
43acb0	FUN_0043acb0	int64_gtFixed16
43b480	FUN_0043b480	block_isSolidType
43b4a0	FUN_0043b4a0	vec3i64_selfDotFixed
43b5e0	FUN_0043b5e0	std_wstring_dtor_free
43b610	FUN_0043b610	vec6_set
43b640	FUN_0043b640	listHead_initWithNode
43b660	FUN_0043b660	state_initFields10
43bc00	FUN_0043bc00	Spawn_initNameArrays
43c020	FUN_0043c020	struct_initWithBuf
43c0a0	FUN_0043c0a0	struct_initSmallWithBuf
43c100	FUN_0043c100	Creature_init_43c100
43c380	FUN_0043c380	std_map_dtor
43c3b0	FUN_0043c3b0	std_map_dtor_variant
43c3e0	FUN_0043c3e0	container_destroy
43c790	FUN_0043c790	Creature_partialDtor
43c820	FUN_0043c820	ptr_equalsFirst
43c870	FUN_0043c870	rbtree_allocHead24
43c8a0	FUN_0043c8a0	list_allocNode0x134
43c8e0	FUN_0043c8e0	list_allocNode20
43c920	FUN_0043c920	rbtree_destroyRec_str
43c980	FUN_0043c980	curve_diminishing01
43c9c0	FUN_0043c9c0	item_materialCategory
43ca60	FUN_0043ca60	curve_level05
43caa0	FUN_0043caa0	combat_getAttackWindup
43cf20	FUN_0043cf20	combat_updateBombFuse
43cff0	FUN_0043cff0	stat_calcArmor
43d1a0	FUN_0043d1a0	combat_getAttackTiming
43dc60	FUN_0043dc60	stat_calcWeaponDamage
43df60	FUN_0043df60	equipment_getActiveElement
43e190	FUN_0043e190	stat_calcSpellPower
43e2c0	FUN_0043e2c0	curve_diminishingx3p1
43e310	FUN_0043e310	creature_isSpecialForm
43e350	FUN_0043e350	combat_isReadyToStrike
43e420	FUN_0043e420	combat_rollBlockSuccess
43e4a0	FUN_0043e4a0	quest_checkItemThreshold
43e550	FUN_0043e550	ability_matchesId0x19
43e5a0	FUN_0043e5a0	ability_isUsable
43e630	FUN_0043e630	container_clear
43e660	FUN_0043e660	curve_diminishingN1
43e6a0	FUN_0043e6a0	ability_getManaCost
43e9e0	FUN_0043e9e0	Creature_compute_scale_factor
43ea40	FUN_0043ea40	stat_calcManaRegen
43ec90	FUN_0043ec90	lookup_float_by_id
43ed60	FUN_0043ed60	ability_getPowerFactor
43ede0	FUN_0043ede0	rbtree_eraseNode
43f040	FUN_0043f040	rbtree_eraseRange_str
43f100	FUN_0043f100	rbtree_eraseNode_str
43f3b0	FUN_0043f3b0	rbtree_eraseRange_buf
43f470	FUN_0043f470	rbtree_eraseNode_buf
43f720	FUN_0043f720	rbtree_lowerBound
43f770	FUN_0043f770	curve_diminishingx3p15
43f7c0	FUN_0043f7c0	creature_generateAppearance
443f10	FUN_00443f10	list_findByTypeByte
443f40	FUN_00443f40	drop_getCountRange1
444020	FUN_00444020	drop_getValueRange
4441a0	FUN_004441a0	combat_rollHitChance
444230	FUN_00444230	weapon_isSpecialRune
444270	FUN_00444270	combat_getStaminaCost
4444a0	FUN_004444a0	combat_rollElementProc
444520	FUN_00444520	creature_hasFireAffinity
444590	FUN_00444590	combat_canBlockNow
4445d0	FUN_004445d0	creature_isBossType
444610	FUN_00444610	creature_hasWaterAffinity
444650	FUN_00444650	physics_isLandingHard
444680	FUN_00444680	ability_isChanneled
444760	FUN_00444760	weapon_isMeleeType
444820	FUN_00444820	weapon_isSpecialRunePtr
444860	FUN_00444860	Ability_get_cooldown
444a90	FUN_00444a90	quest_hasActiveItemReq
444ae0	FUN_00444ae0	ability_getResourceCost
444bf0	FUN_00444bf0	combat_findTopThreat
444cb0	FUN_00444cb0	shield_getBlockDuration
444d60	FUN_00444d60	xp_getNextLevelCost
444db0	FUN_00444db0	stat_calcAttackDamage
444ff0	FUN_00444ff0	combat_getComboWindow
445020	FUN_00445020	combat_selectAttackAnim
4452a0	FUN_004452a0	combat_selectAttackVariant
4453b0	FUN_004453b0	rbtree_traverseInorder
445410	FUN_00445410	combat_advanceAttackTimer
4456a0	FUN_004456a0	CombatBehavior_chooseAttack
445f10	FUN_00445f10	stat_diminishing_returns_pct
445f60	FUN_00445f60	math_pow2Mul
445ff0	FUN_00445ff0	math_pow2Div
4460a0	FUN_004460a0	list_pushBack
4460f0	FUN_004460f0	creature_getScaleVec4
446150	FUN_00446150	Equipment_sum_slot_values
4462f0	FUN_004462f0	curve_inverse20p1
446330	FUN_00446330	Player_resetFull
4465c0	FUN_004465c0	Player_resetState
4467a0	FUN_004467a0	stat_calcSpirit
446950	FUN_00446950	set_vec3_offset_by_id
446aa0	FUN_00446aa0	curve_diminishingP1
446af0	FUN_00446af0	statusList_upsert
446bb0	FUN_00446bb0	projectile_getMuzzlePosition
446e80	FUN_00446e80	Creature_compute_stat_pow
447110	FUN_00447110	Player_resetCombatState
447270	FUN_00447270	Player_resetPhysics
447310	FUN_00447310	combat_getReloadFrames
4476a0	FUN_004476a0	curve_diminishingHalf
447700	FUN_00447700	combat_getEffectiveHaste
4478b0	FUN_004478b0	stat_calcHasteBonus
447b00	FUN_00447b00	xp_applyLevelUps
447d10	FUN_00447d10	render_bindNodeTransformA
447d50	FUN_00447d50	render_bindNodeTransformB
447d90	FUN_00447d90	render_bindNodeTransformC
447dd0	FUN_00447dd0	render_bindNodeTransformD
447e10	FUN_00447e10	Input_init_keybindings
447fb0	FUN_00447fb0	render_setVec3Uniform5c
448010	FUN_00448010	render_setVec3Uniform70
448070	FUN_00448070	render_setUniform34
448090	FUN_00448090	render_setFogUniform64
448100	FUN_00448100	render_setInvUniform60
448170	FUN_00448170	render_setLightDirUniform
448280	FUN_00448280	render_setUniform30
4482a0	FUN_004482a0	render_uploadModelViewMatrices
